title,stem,tokens,tokens_clean,merged
"gempa 7,2 magnitudo guncang jepang, sebabkan tsunami 1 meter",gempa 7 2 magnitudo guncang jepang sebab tsunami 1 meter,"['gempa', '7', '2', 'magnitudo', 'guncang', 'jepang', 'sebab', 'tsunami', '1', 'meter']","['gempa', '7', '2', 'magnitudo', 'guncang', 'jepang', 'tsunami', '1', 'meter']",gempa 7 2 magnitudo guncang jepang tsunami 1 meter
"gempa magnitudo 7,2 di miyagi jepang, sempat terjadi tsunami kecil, 8 orang terluka",gempa magnitudo 7 2 di miyagi jepang sempat jadi tsunami kecil 8 orang luka,"['gempa', 'magnitudo', '7', '2', 'di', 'miyagi', 'jepang', 'sempat', 'jadi', 'tsunami', 'kecil', '8', 'orang', 'luka']","['gempa', 'magnitudo', '7', '2', 'miyagi', 'jepang', 'tsunami', '8', 'orang', 'luka']",gempa magnitudo 7 2 miyagi jepang tsunami 8 orang luka
profil penemu seismograf: john milne   kompas.com,profil temu seismograf john milne kompas com,"['profil', 'temu', 'seismograf', 'john', 'milne', 'kompas', 'com']","['profil', 'temu', 'seismograf', 'john', 'milne', 'kompas', 'com']",profil temu seismograf john milne kompas com
kemlu: belum ada laporan korban wni terkait gempa di jepang,kemlu belum ada lapor korban wni kait gempa di jepang,"['kemlu', 'belum', 'ada', 'lapor', 'korban', 'wni', 'kait', 'gempa', 'di', 'jepang']","['kemlu', 'lapor', 'korban', 'wni', 'kait', 'gempa', 'jepang']",kemlu lapor korban wni kait gempa jepang
ahli bmkg tepis mentah mentah isu tsunami aceh 2004 konspirasi,ahli bmkg tepis mentah mentah isu tsunami aceh 2004 konspirasi,"['ahli', 'bmkg', 'tepis', 'mentah', 'mentah', 'isu', 'tsunami', 'aceh', '2004', 'konspirasi']","['ahli', 'bmkg', 'tepis', 'mentah', 'mentah', 'isu', 'tsunami', 'aceh', '2004', 'konspirasi']",ahli bmkg tepis mentah mentah isu tsunami aceh 2004 konspirasi
"heboh tsunami aceh 2004 ulah nuklir, bmkg beberkan 7 fakta",heboh tsunami aceh 2004 ulah nuklir bmkg kan 7 fakta,"['heboh', 'tsunami', 'aceh', '2004', 'ulah', 'nuklir', 'bmkg', 'kan', '7', 'fakta']","['heboh', 'tsunami', 'aceh', '2004', 'ulah', 'nuklir', 'bmkg', '7', 'fakta']",heboh tsunami aceh 2004 ulah nuklir bmkg 7 fakta
"gempa m 5,4 guncang xinjiang, tiga orang tewas ratusan dievakuasi",gempa m 5 4 guncang xinjiang tiga orang tewas ratus evakuasi,"['gempa', 'm', '5', '4', 'guncang', 'xinjiang', 'tiga', 'orang', 'tewas', 'ratus', 'evakuasi']","['gempa', 'm', '5', '4', 'guncang', 'xinjiang', 'orang', 'tewas', 'ratus', 'evakuasi']",gempa m 5 4 guncang xinjiang orang tewas ratus evakuasi
"samosir dilanda gempa beruntun dan ada isu gunung toba akan meletus, ini penjelasan bmkg",samosir landa gempa untun dan ada isu gunung toba akan letus ini jelas bmkg,"['samosir', 'landa', 'gempa', 'untun', 'dan', 'ada', 'isu', 'gunung', 'toba', 'akan', 'letus', 'ini', 'jelas', 'bmkg']","['samosir', 'landa', 'gempa', 'untun', 'isu', 'gunung', 'toba', 'letus', 'bmkg']",samosir landa gempa untun isu gunung toba letus bmkg
cek fakta: tsunami aceh 2004 disebabkan oleh ledakan nuklir bawah laut?,cek fakta tsunami aceh 2004 sebab oleh ledak nuklir bawah laut,"['cek', 'fakta', 'tsunami', 'aceh', '2004', 'sebab', 'oleh', 'ledak', 'nuklir', 'bawah', 'laut']","['cek', 'fakta', 'tsunami', 'aceh', '2004', 'ledak', 'nuklir', 'laut']",cek fakta tsunami aceh 2004 ledak nuklir laut
"gempa magnitudo 5,2 guncang danau toba, tidak berpotensi tsunami",gempa magnitudo 5 2 guncang danau toba tidak potensi tsunami,"['gempa', 'magnitudo', '5', '2', 'guncang', 'danau', 'toba', 'tidak', 'potensi', 'tsunami']","['gempa', 'magnitudo', '5', '2', 'guncang', 'danau', 'toba', 'potensi', 'tsunami']",gempa magnitudo 5 2 guncang danau toba potensi tsunami
"hari ini dalam sejarah: gempa 8,2 sr guncang nias, 1.000 orang tewas   kompas.com",hari ini dalam sejarah gempa 8 2 sr guncang nias 1 000 orang tewas kompas com,"['hari', 'ini', 'dalam', 'sejarah', 'gempa', '8', '2', 'sr', 'guncang', 'nias', '1', '000', 'orang', 'tewas', 'kompas', 'com']","['sejarah', 'gempa', '8', '2', 'sr', 'guncang', 'nias', '1', '000', 'orang', 'tewas', 'kompas', 'com']",sejarah gempa 8 2 sr guncang nias 1 000 orang tewas kompas com
saatnya fokus mitigasi wilayah malang dari gempa dan tsunami,saat fokus mitigasi wilayah malang dari gempa dan tsunami,"['saat', 'fokus', 'mitigasi', 'wilayah', 'malang', 'dari', 'gempa', 'dan', 'tsunami']","['fokus', 'mitigasi', 'wilayah', 'malang', 'gempa', 'tsunami']",fokus mitigasi wilayah malang gempa tsunami
"tak ada laporan kerusakan, gempa jember hanya terasa di satu kecamatan",tak ada lapor rusa gempa jember hanya asa di satu camat,"['tak', 'ada', 'lapor', 'rusa', 'gempa', 'jember', 'hanya', 'asa', 'di', 'satu', 'camat']","['lapor', 'rusa', 'gempa', 'jember', 'asa', 'camat']",lapor rusa gempa jember asa camat
gempa bumi jiajing: hilangkan 60 persen populasi shaanxi abad ke 16   kumparan.com,gempa bumi jiajing hilang 60 persen populasi shaanxi abad ke 16 kumpar com,"['gempa', 'bumi', 'jiajing', 'hilang', '60', 'persen', 'populasi', 'shaanxi', 'abad', 'ke', '16', 'kumpar', 'com']","['gempa', 'bumi', 'jiajing', 'hilang', '60', 'persen', 'populasi', 'shaanxi', 'abad', '16', 'kumpar', 'com']",gempa bumi jiajing hilang 60 persen populasi shaanxi abad 16 kumpar com
"gempa darat m 3,4 terjadi di kabupaten karo sumut",gempa darat m 3 4 jadi di kabupaten karo sumut,"['gempa', 'darat', 'm', '3', '4', 'jadi', 'di', 'kabupaten', 'karo', 'sumut']","['gempa', 'darat', 'm', '3', '4', 'kabupaten', 'karo', 'sumut']",gempa darat m 3 4 kabupaten karo sumut
"gempa magnitudo 6,7 guncang malang, berikut wilayah yang ikut merasakan   kompas.com",gempa magnitudo 6 7 guncang malang ikut wilayah yang ikut rasa kompas com,"['gempa', 'magnitudo', '6', '7', 'guncang', 'malang', 'ikut', 'wilayah', 'yang', 'ikut', 'rasa', 'kompas', 'com']","['gempa', 'magnitudo', '6', '7', 'guncang', 'malang', 'wilayah', 'kompas', 'com']",gempa magnitudo 6 7 guncang malang wilayah kompas com
"gempa malang m 6,1 terasa di blora, warga: mobil parkir jalan sendiri",gempa malang m 6 1 asa di blora warga mobil parkir jalan sendiri,"['gempa', 'malang', 'm', '6', '1', 'asa', 'di', 'blora', 'warga', 'mobil', 'parkir', 'jalan', 'sendiri']","['gempa', 'malang', 'm', '6', '1', 'asa', 'blora', 'warga', 'mobil', 'parkir', 'jalan']",gempa malang m 6 1 asa blora warga mobil parkir jalan
"7 fakta gempa malang, bukan gempa megathrust dan ada sejarahnya halaman all",7 fakta gempa malang bukan gempa megathrust dan ada sejarah halaman all,"['7', 'fakta', 'gempa', 'malang', 'bukan', 'gempa', 'megathrust', 'dan', 'ada', 'sejarah', 'halaman', 'all']","['7', 'fakta', 'gempa', 'malang', 'gempa', 'megathrust', 'sejarah', 'halaman', 'all']",7 fakta gempa malang gempa megathrust sejarah halaman all
pakar: gempa malang karena tumbukan lempeng eurasia australia,pakar gempa malang karena tumbu lempeng eurasia australia,"['pakar', 'gempa', 'malang', 'karena', 'tumbu', 'lempeng', 'eurasia', 'australia']","['pakar', 'gempa', 'malang', 'tumbu', 'lempeng', 'eurasia', 'australia']",pakar gempa malang tumbu lempeng eurasia australia
"gempa susulan malang terjadi 5 kali, korban meninggal 8 orang",gempa susul malang jadi 5 kali korban tinggal 8 orang,"['gempa', 'susul', 'malang', 'jadi', '5', 'kali', 'korban', 'tinggal', '8', 'orang']","['gempa', 'susul', 'malang', '5', 'kali', 'korban', 'tinggal', '8', 'orang']",gempa susul malang 5 kali korban tinggal 8 orang
"gempa malang terasa kuat di pasuruan: lindu... lindu..., ada lindu ya alloh",gempa malang asa kuat di pasuruan lindu lindu ada lindu ya alloh,"['gempa', 'malang', 'asa', 'kuat', 'di', 'pasuruan', 'lindu', 'lindu', 'ada', 'lindu', 'ya', 'alloh']","['gempa', 'malang', 'asa', 'kuat', 'pasuruan', 'lindu', 'lindu', 'lindu', 'ya', 'alloh']",gempa malang asa kuat pasuruan lindu lindu lindu ya alloh
gempa malang terasa hingga ke seluruh pos gunung merapi,gempa malang asa hingga ke seluruh pos gunung rapi,"['gempa', 'malang', 'asa', 'hingga', 'ke', 'seluruh', 'pos', 'gunung', 'rapi']","['gempa', 'malang', 'asa', 'pos', 'gunung', 'rapi']",gempa malang asa pos gunung rapi
warga tompe bangun huntap sendiri pakai konsep rumah tahan gempa,warga tompe bangun huntap sendiri pakai konsep rumah tahan gempa,"['warga', 'tompe', 'bangun', 'huntap', 'sendiri', 'pakai', 'konsep', 'rumah', 'tahan', 'gempa']","['warga', 'tompe', 'bangun', 'huntap', 'pakai', 'konsep', 'rumah', 'tahan', 'gempa']",warga tompe bangun huntap pakai konsep rumah tahan gempa
bpbd: gempa malang terasa di 17 kabupaten/kota jatim,bpbd gempa malang asa di 17 kabupaten kota jatim,"['bpbd', 'gempa', 'malang', 'asa', 'di', '17', 'kabupaten', 'kota', 'jatim']","['bpbd', 'gempa', 'malang', 'asa', '17', 'kabupaten', 'kota', 'jatim']",bpbd gempa malang asa 17 kabupaten kota jatim
"gempa malang, analisis, dan potensi gempa susulan... halaman all",gempa malang analisis dan potensi gempa susul halaman all,"['gempa', 'malang', 'analisis', 'dan', 'potensi', 'gempa', 'susul', 'halaman', 'all']","['gempa', 'malang', 'analisis', 'potensi', 'gempa', 'susul', 'halaman', 'all']",gempa malang analisis potensi gempa susul halaman all
"gempa malang, atap gedung dprd kabupaten blitar ambrol",gempa malang atap gedung dprd kabupaten blitar ambrol,"['gempa', 'malang', 'atap', 'gedung', 'dprd', 'kabupaten', 'blitar', 'ambrol']","['gempa', 'malang', 'atap', 'gedung', 'dprd', 'kabupaten', 'blitar', 'ambrol']",gempa malang atap gedung dprd kabupaten blitar ambrol
"foto foto kerusakan akibat gempa magnitudo 6,7 di malang",foto foto rusa akibat gempa magnitudo 6 7 di malang,"['foto', 'foto', 'rusa', 'akibat', 'gempa', 'magnitudo', '6', '7', 'di', 'malang']","['foto', 'foto', 'rusa', 'akibat', 'gempa', 'magnitudo', '6', '7', 'malang']",foto foto rusa akibat gempa magnitudo 6 7 malang
"pakar sebut gempa malang m 6,1 dipicu tumbukan lempeng australia eurasia",pakar sebut gempa malang m 6 1 picu tumbu lempeng australia eurasia,"['pakar', 'sebut', 'gempa', 'malang', 'm', '6', '1', 'picu', 'tumbu', 'lempeng', 'australia', 'eurasia']","['pakar', 'gempa', 'malang', 'm', '6', '1', 'picu', 'tumbu', 'lempeng', 'australia', 'eurasia']",pakar gempa malang m 6 1 picu tumbu lempeng australia eurasia
"gempa malang, puluhan rumah di tulungagung rusak ringan hingga parah",gempa malang puluh rumah di tulungagung rusak ringan hingga parah,"['gempa', 'malang', 'puluh', 'rumah', 'di', 'tulungagung', 'rusak', 'ringan', 'hingga', 'parah']","['gempa', 'malang', 'puluh', 'rumah', 'tulungagung', 'rusak', 'ringan', 'parah']",gempa malang puluh rumah tulungagung rusak ringan parah
"gempa di malang terasa hingga pusat kota trenggalek, warga panik dan berhamburan keluar rumah",gempa di malang asa hingga pusat kota trenggalek warga panik dan hambur keluar rumah,"['gempa', 'di', 'malang', 'asa', 'hingga', 'pusat', 'kota', 'trenggalek', 'warga', 'panik', 'dan', 'hambur', 'keluar', 'rumah']","['gempa', 'malang', 'asa', 'pusat', 'kota', 'trenggalek', 'warga', 'panik', 'hambur', 'rumah']",gempa malang asa pusat kota trenggalek warga panik hambur rumah
round up   gempa di malang telan korban jiwa dan rusaknya bangunan,round up gempa di malang telan korban jiwa dan rusak bangun,"['round', 'up', 'gempa', 'di', 'malang', 'telan', 'korban', 'jiwa', 'dan', 'rusak', 'bangun']","['round', 'up', 'gempa', 'malang', 'telan', 'korban', 'jiwa', 'rusak', 'bangun']",round up gempa malang telan korban jiwa rusak bangun
sebuah patung di wahana wisata kota batu roboh akibat gempa,buah patung di wahana wisata kota batu roboh akibat gempa,"['buah', 'patung', 'di', 'wahana', 'wisata', 'kota', 'batu', 'roboh', 'akibat', 'gempa']","['buah', 'patung', 'wahana', 'wisata', 'kota', 'batu', 'roboh', 'akibat', 'gempa']",buah patung wahana wisata kota batu roboh akibat gempa
"gempa terasa di restoran surabaya, pejabat jatim berlarian",gempa asa di restoran surabaya jabat jatim lari,"['gempa', 'asa', 'di', 'restoran', 'surabaya', 'jabat', 'jatim', 'lari']","['gempa', 'asa', 'restoran', 'surabaya', 'jabat', 'jatim', 'lari']",gempa asa restoran surabaya jabat jatim lari
pusat gempa malang bagian dari sejarah gempa jatim,pusat gempa malang bagi dari sejarah gempa jatim,"['pusat', 'gempa', 'malang', 'bagi', 'dari', 'sejarah', 'gempa', 'jatim']","['pusat', 'gempa', 'malang', 'sejarah', 'gempa', 'jatim']",pusat gempa malang sejarah gempa jatim
cerita warga malang saat rumah bergoyang dihantam gempa,cerita warga malang saat rumah goyang hantam gempa,"['cerita', 'warga', 'malang', 'saat', 'rumah', 'goyang', 'hantam', 'gempa']","['cerita', 'warga', 'malang', 'rumah', 'goyang', 'hantam', 'gempa']",cerita warga malang rumah goyang hantam gempa
"gempa m 6,7 sabtu siang berpusat di 90 km barat daya kabupaten malang",gempa m 6 7 sabtu siang pusat di 90 km barat daya kabupaten malang,"['gempa', 'm', '6', '7', 'sabtu', 'siang', 'pusat', 'di', '90', 'km', 'barat', 'daya', 'kabupaten', 'malang']","['gempa', 'm', '6', '7', 'sabtu', 'siang', 'pusat', '90', 'km', 'barat', 'daya', 'kabupaten', 'malang']",gempa m 6 7 sabtu siang pusat 90 km barat daya kabupaten malang
"gempa m 6,7 di malang termasuk jenis gempa menengah",gempa m 6 7 di malang masuk jenis gempa tengah,"['gempa', 'm', '6', '7', 'di', 'malang', 'masuk', 'jenis', 'gempa', 'tengah']","['gempa', 'm', '6', '7', 'malang', 'masuk', 'jenis', 'gempa']",gempa m 6 7 malang masuk jenis gempa
"dampak gempa malang: rumah, sekolah, tempat ibadah rusak",dampak gempa malang rumah sekolah tempat ibadah rusak,"['dampak', 'gempa', 'malang', 'rumah', 'sekolah', 'tempat', 'ibadah', 'rusak']","['dampak', 'gempa', 'malang', 'rumah', 'sekolah', 'ibadah', 'rusak']",dampak gempa malang rumah sekolah ibadah rusak
ruang perawatan rsud mardi waluyo blitar rusak imbas gempa bumi,ruang awat rsud mardi waluyo blitar rusak imbas gempa bumi,"['ruang', 'awat', 'rsud', 'mardi', 'waluyo', 'blitar', 'rusak', 'imbas', 'gempa', 'bumi']","['ruang', 'awat', 'rsud', 'mardi', 'waluyo', 'blitar', 'rusak', 'imbas', 'gempa', 'bumi']",ruang awat rsud mardi waluyo blitar rusak imbas gempa bumi
"gempa susulan terjadi 3 kali, bmkg minta warga jatim waspada",gempa susul jadi 3 kali bmkg minta warga jatim waspada,"['gempa', 'susul', 'jadi', '3', 'kali', 'bmkg', 'minta', 'warga', 'jatim', 'waspada']","['gempa', 'susul', '3', 'kali', 'bmkg', 'warga', 'jatim', 'waspada']",gempa susul 3 kali bmkg warga jatim waspada
gempa susulan minggu pagi di malang timbulkan kerusakan lagi,gempa susul minggu pagi di malang timbul rusa lagi,"['gempa', 'susul', 'minggu', 'pagi', 'di', 'malang', 'timbul', 'rusa', 'lagi']","['gempa', 'susul', 'minggu', 'pagi', 'malang', 'timbul', 'rusa']",gempa susul minggu pagi malang timbul rusa
"update gempa malang m 6,1: 8 orang meninggal, puluhan luka luka, 85 rumah rusak berat, dan rusak 150 fasilitas umum   kompas.com",update gempa malang m 6 1 8 orang tinggal puluh luka luka 85 rumah rusak berat dan rusak 150 fasilitas umum kompas com,"['update', 'gempa', 'malang', 'm', '6', '1', '8', 'orang', 'tinggal', 'puluh', 'luka', 'luka', '85', 'rumah', 'rusak', 'berat', 'dan', 'rusak', '150', 'fasilitas', 'umum', 'kompas', 'com']","['update', 'gempa', 'malang', 'm', '6', '1', '8', 'orang', 'tinggal', 'puluh', 'luka', 'luka', '85', 'rumah', 'rusak', 'berat', 'rusak', '150', 'fasilitas', 'kompas', 'com']",update gempa malang m 6 1 8 orang tinggal puluh luka luka 85 rumah rusak berat rusak 150 fasilitas kompas com
daftar kerusakan di 16 kabupaten/kota jawa timur akibat gempa,daftar rusa di 16 kabupaten kota jawa timur akibat gempa,"['daftar', 'rusa', 'di', '16', 'kabupaten', 'kota', 'jawa', 'timur', 'akibat', 'gempa']","['daftar', 'rusa', '16', 'kabupaten', 'kota', 'jawa', 'timur', 'akibat', 'gempa']",daftar rusa 16 kabupaten kota jawa timur akibat gempa
kecamatan ampelgading wilayah terdampak gempa paling parah di malang,camat ampelgading wilayah dampak gempa paling parah di malang,"['camat', 'ampelgading', 'wilayah', 'dampak', 'gempa', 'paling', 'parah', 'di', 'malang']","['camat', 'ampelgading', 'wilayah', 'dampak', 'gempa', 'parah', 'malang']",camat ampelgading wilayah dampak gempa parah malang
"penting, ini hal hal yang harus dilakukan saat terjadi gempa bumi   kompas.com",penting ini hal hal yang harus laku saat jadi gempa bumi kompas com,"['penting', 'ini', 'hal', 'hal', 'yang', 'harus', 'laku', 'saat', 'jadi', 'gempa', 'bumi', 'kompas', 'com']","['laku', 'gempa', 'bumi', 'kompas', 'com']",laku gempa bumi kompas com
gempa malang dan jawaban mengapa indonesia sering dilanda gempa bumi   kompas.com,gempa malang dan jawab mengapa indonesia sering landa gempa bumi kompas com,"['gempa', 'malang', 'dan', 'jawab', 'mengapa', 'indonesia', 'sering', 'landa', 'gempa', 'bumi', 'kompas', 'com']","['gempa', 'malang', 'indonesia', 'landa', 'gempa', 'bumi', 'kompas', 'com']",gempa malang indonesia landa gempa bumi kompas com
data lengkap korban dan kerusakan akibat gempa malang dan sekitarnya,data lengkap korban dan rusa akibat gempa malang dan sekitar,"['data', 'lengkap', 'korban', 'dan', 'rusa', 'akibat', 'gempa', 'malang', 'dan', 'sekitar']","['data', 'lengkap', 'korban', 'rusa', 'akibat', 'gempa', 'malang']",data lengkap korban rusa akibat gempa malang
"gempa m 6,1 guncang malang, kerusakan bangunan di 13 wilayah",gempa m 6 1 guncang malang rusa bangun di 13 wilayah,"['gempa', 'm', '6', '1', 'guncang', 'malang', 'rusa', 'bangun', 'di', '13', 'wilayah']","['gempa', 'm', '6', '1', 'guncang', 'malang', 'rusa', 'bangun', '13', 'wilayah']",gempa m 6 1 guncang malang rusa bangun 13 wilayah
"bmkg: gempa malang m 5,3 pagi ini terasa hingga bantul gunungkidul",bmkg gempa malang m 5 3 pagi ini asa hingga bantul gunungkidul,"['bmkg', 'gempa', 'malang', 'm', '5', '3', 'pagi', 'ini', 'asa', 'hingga', 'bantul', 'gunungkidul']","['bmkg', 'gempa', 'malang', 'm', '5', '3', 'pagi', 'asa', 'bantul', 'gunungkidul']",bmkg gempa malang m 5 3 pagi asa bantul gunungkidul
"derita pujiati, rumahnya ambruk saat gempa malang: lemas, saya orang tidak punya halaman all   kompas.com",derita pujiati rumah ambruk saat gempa malang lemas saya orang tidak punya halaman all kompas com,"['derita', 'pujiati', 'rumah', 'ambruk', 'saat', 'gempa', 'malang', 'lemas', 'saya', 'orang', 'tidak', 'punya', 'halaman', 'all', 'kompas', 'com']","['derita', 'pujiati', 'rumah', 'ambruk', 'gempa', 'malang', 'lemas', 'orang', 'halaman', 'all', 'kompas', 'com']",derita pujiati rumah ambruk gempa malang lemas orang halaman all kompas com
apa itu ring of fire? penyebab indonesia sering gempa yang disebut jokowi   kumparan.com,apa itu ring of fire sebab indonesia sering gempa yang sebut jokowi kumpar com,"['apa', 'itu', 'ring', 'of', 'fire', 'sebab', 'indonesia', 'sering', 'gempa', 'yang', 'sebut', 'jokowi', 'kumpar', 'com']","['ring', 'of', 'fire', 'indonesia', 'gempa', 'jokowi', 'kumpar', 'com']",ring of fire indonesia gempa jokowi kumpar com
kenapa cahaya bisa muncul di langit usai gempa?   kumparan.com,kenapa cahaya bisa muncul di langit usai gempa kumpar com,"['kenapa', 'cahaya', 'bisa', 'muncul', 'di', 'langit', 'usai', 'gempa', 'kumpar', 'com']","['cahaya', 'muncul', 'langit', 'gempa', 'kumpar', 'com']",cahaya muncul langit gempa kumpar com
"ahli minta ri antisipasi potensi gempa megathrust, apa itu?",ahli minta ri antisipasi potensi gempa megathrust apa itu,"['ahli', 'minta', 'ri', 'antisipasi', 'potensi', 'gempa', 'megathrust', 'apa', 'itu']","['ahli', 'ri', 'antisipasi', 'potensi', 'gempa', 'megathrust']",ahli ri antisipasi potensi gempa megathrust
bpbd kabupaten malang catat 3.682 rumah rusak akibat gempa,bpbd kabupaten malang catat 3 682 rumah rusak akibat gempa,"['bpbd', 'kabupaten', 'malang', 'catat', '3', '682', 'rumah', 'rusak', 'akibat', 'gempa']","['bpbd', 'kabupaten', 'malang', 'catat', '3', '682', 'rumah', 'rusak', 'akibat', 'gempa']",bpbd kabupaten malang catat 3 682 rumah rusak akibat gempa
"gempa malang, risma saluran 3 truk bantuan dan dirikan dapur umum",gempa malang risma salur 3 truk bantu dan diri dapur umum,"['gempa', 'malang', 'risma', 'salur', '3', 'truk', 'bantu', 'dan', 'diri', 'dapur', 'umum']","['gempa', 'malang', 'risma', 'salur', '3', 'truk', 'bantu', 'dapur']",gempa malang risma salur 3 truk bantu dapur
