title,stem,tokens,tokens_clean,merged
"tetap waspada, hari ini masih ada gempa susulan di mentawai",tetap waspada hari ini masih ada gempa susul di tawa,"['tetap', 'waspada', 'hari', 'ini', 'masih', 'ada', 'gempa', 'susul', 'di', 'tawa']","['waspada', 'gempa', 'susul', 'tawa']",waspada gempa susul tawa
bmkg imbau warga padang kenali pola guncangan gempa bumi,bmkg imbau warga padang kenal pola guncang gempa bumi,"['bmkg', 'imbau', 'warga', 'padang', 'kenal', 'pola', 'guncang', 'gempa', 'bumi']","['bmkg', 'imbau', 'warga', 'padang', 'kenal', 'pola', 'guncang', 'gempa', 'bumi']",bmkg imbau warga padang kenal pola guncang gempa bumi
"breaking news! sinabang aceh diguncang gempa bumi 4,9 m",breaking news sabang aceh guncang gempa bumi 4 9 m,"['breaking', 'news', 'sabang', 'aceh', 'guncang', 'gempa', 'bumi', '4', '9', 'm']","['breaking', 'news', 'sabang', 'aceh', 'guncang', 'gempa', 'bumi', '4', '9', 'm']",breaking news sabang aceh guncang gempa bumi 4 9 m
"mentawai pernah diguncang gempa besar m8,5, ini kisahnya",tawa pernah guncang gempa besar m8 5 ini kisah,"['tawa', 'pernah', 'guncang', 'gempa', 'besar', 'm8', '5', 'ini', 'kisah']","['tawa', 'guncang', 'gempa', 'm8', '5', 'kisah']",tawa guncang gempa m8 5 kisah
"alert! dalam semalam, 7 gempa guncang wilayah ri",alert dalam malam 7 gempa guncang wilayah ri,"['alert', 'dalam', 'malam', '7', 'gempa', 'guncang', 'wilayah', 'ri']","['alert', 'malam', '7', 'gempa', 'guncang', 'wilayah', 'ri']",alert malam 7 gempa guncang wilayah ri
gempa bumi guncang 5 wilayah di indonesia hari ini rabu 3 mei 2023,gempa bumi guncang 5 wilayah di indonesia hari ini rabu 3 mei 2023,"['gempa', 'bumi', 'guncang', '5', 'wilayah', 'di', 'indonesia', 'hari', 'ini', 'rabu', '3', 'mei', '2023']","['gempa', 'bumi', 'guncang', '5', 'wilayah', 'indonesia', 'rabu', '3', 'mei', '2023']",gempa bumi guncang 5 wilayah indonesia rabu 3 mei 2023
"gempa bumi terjadi di bogor rabu malam, ini analisis bmkg",gempa bumi jadi di bogor rabu malam ini analisis bmkg,"['gempa', 'bumi', 'jadi', 'di', 'bogor', 'rabu', 'malam', 'ini', 'analisis', 'bmkg']","['gempa', 'bumi', 'bogor', 'rabu', 'malam', 'analisis', 'bmkg']",gempa bumi bogor rabu malam analisis bmkg
"gempa magnitudo 3,4 guncang bogor, ini keterangan bmkg",gempa magnitudo 3 4 guncang bogor ini terang bmkg,"['gempa', 'magnitudo', '3', '4', 'guncang', 'bogor', 'ini', 'terang', 'bmkg']","['gempa', 'magnitudo', '3', '4', 'guncang', 'bogor', 'terang', 'bmkg']",gempa magnitudo 3 4 guncang bogor terang bmkg
"bmkg: gempa magnitudo 5,3 guncang wilayah laut flores",bmkg gempa magnitudo 5 3 guncang wilayah laut flores,"['bmkg', 'gempa', 'magnitudo', '5', '3', 'guncang', 'wilayah', 'laut', 'flores']","['bmkg', 'gempa', 'magnitudo', '5', '3', 'guncang', 'wilayah', 'laut', 'flores']",bmkg gempa magnitudo 5 3 guncang wilayah laut flores
gempa hari ini sabtu 6 mei 2023: tiga kali getarkan dua wilayah indonesia,gempa hari ini sabtu 6 mei 2023 tiga kali getar dua wilayah indonesia,"['gempa', 'hari', 'ini', 'sabtu', '6', 'mei', '2023', 'tiga', 'kali', 'getar', 'dua', 'wilayah', 'indonesia']","['gempa', 'sabtu', '6', 'mei', '2023', 'kali', 'getar', 'wilayah', 'indonesia']",gempa sabtu 6 mei 2023 kali getar wilayah indonesia
"5 fakta usai gempa magnitudo 6,5 guncang jepang",5 fakta usai gempa magnitudo 6 5 guncang jepang,"['5', 'fakta', 'usai', 'gempa', 'magnitudo', '6', '5', 'guncang', 'jepang']","['5', 'fakta', 'gempa', 'magnitudo', '6', '5', 'guncang', 'jepang']",5 fakta gempa magnitudo 6 5 guncang jepang
ini penjelasan ahli soal penyebab gempa banten 10 mei 2023,ini jelas ahli soal sebab gempa banten 10 mei 2023,"['ini', 'jelas', 'ahli', 'soal', 'sebab', 'gempa', 'banten', '10', 'mei', '2023']","['ahli', 'gempa', 'banten', '10', 'mei', '2023']",ahli gempa banten 10 mei 2023
"breaking: banten gempa magnitudo 5,5, terasa sampai jakarta",breaking banten gempa magnitudo 5 5 asa sampai jakarta,"['breaking', 'banten', 'gempa', 'magnitudo', '5', '5', 'asa', 'sampai', 'jakarta']","['breaking', 'banten', 'gempa', 'magnitudo', '5', '5', 'asa', 'jakarta']",breaking banten gempa magnitudo 5 5 asa jakarta
gempa dangkal di selat sunda akibat aktivitas sesar aktif,gempa dangkal di selat sunda akibat aktivitas sesar aktif,"['gempa', 'dangkal', 'di', 'selat', 'sunda', 'akibat', 'aktivitas', 'sesar', 'aktif']","['gempa', 'dangkal', 'selat', 'sunda', 'akibat', 'aktivitas', 'sesar', 'aktif']",gempa dangkal selat sunda akibat aktivitas sesar aktif
"gempa m5.4 banten, jakarta sampai lampung ikut goyang!",gempa m5 4 banten jakarta sampai lampung ikut goyang,"['gempa', 'm5', '4', 'banten', 'jakarta', 'sampai', 'lampung', 'ikut', 'goyang']","['gempa', 'm5', '4', 'banten', 'jakarta', 'lampung', 'goyang']",gempa m5 4 banten jakarta lampung goyang
"gempa 2 kali guncang sumur, pandeglang banten hari ini rabu 10 mei 2023",gempa 2 kali guncang sumur pandeglang banten hari ini rabu 10 mei 2023,"['gempa', '2', 'kali', 'guncang', 'sumur', 'pandeglang', 'banten', 'hari', 'ini', 'rabu', '10', 'mei', '2023']","['gempa', '2', 'kali', 'guncang', 'sumur', 'pandeglang', 'banten', 'rabu', '10', 'mei', '2023']",gempa 2 kali guncang sumur pandeglang banten rabu 10 mei 2023
"gempa kembali guncang selat sunda banten dengan m 5,2, ini analisis bmkg",gempa kembali guncang selat sunda banten dengan m 5 2 ini analisis bmkg,"['gempa', 'kembali', 'guncang', 'selat', 'sunda', 'banten', 'dengan', 'm', '5', '2', 'ini', 'analisis', 'bmkg']","['gempa', 'guncang', 'selat', 'sunda', 'banten', 'm', '5', '2', 'analisis', 'bmkg']",gempa guncang selat sunda banten m 5 2 analisis bmkg
"video: banten gempa magnitudo 5,5, terasa sampai jakarta",video banten gempa magnitudo 5 5 asa sampai jakarta,"['video', 'banten', 'gempa', 'magnitudo', '5', '5', 'asa', 'sampai', 'jakarta']","['video', 'banten', 'gempa', 'magnitudo', '5', '5', 'asa', 'jakarta']",video banten gempa magnitudo 5 5 asa jakarta
"gempa hari ini di banten, ini fakta faktanya",gempa hari ini di banten ini fakta fakta,"['gempa', 'hari', 'ini', 'di', 'banten', 'ini', 'fakta', 'fakta']","['gempa', 'banten', 'fakta', 'fakta']",gempa banten fakta fakta
5 fakta terkini gempa di sumur banten 10 11 mei 2023,5 fakta kini gempa di sumur banten 10 11 mei 2023,"['5', 'fakta', 'kini', 'gempa', 'di', 'sumur', 'banten', '10', '11', 'mei', '2023']","['5', 'fakta', 'gempa', 'sumur', 'banten', '10', '11', 'mei', '2023']",5 fakta gempa sumur banten 10 11 mei 2023
bmkg: 52 kejadian gempa dirasakan di ntt selama sepekan,bmkg 52 jadi gempa rasa di ntt lama pek,"['bmkg', '52', 'jadi', 'gempa', 'rasa', 'di', 'ntt', 'lama', 'pek']","['bmkg', '52', 'gempa', 'ntt', 'pek']",bmkg 52 gempa ntt pek
"gempa magnitudo 5 di tenggara pacitan, belum ada laporan kerusakan",gempa magnitudo 5 di tenggara pacitan belum ada lapor rusa,"['gempa', 'magnitudo', '5', 'di', 'tenggara', 'pacitan', 'belum', 'ada', 'lapor', 'rusa']","['gempa', 'magnitudo', '5', 'tenggara', 'pacitan', 'lapor', 'rusa']",gempa magnitudo 5 tenggara pacitan lapor rusa
"bmkg: gempa magnitudo 5,0 guncang trenggalek, tak berpotensi tsunami",bmkg gempa magnitudo 5 0 guncang trenggalek tak potensi tsunami,"['bmkg', 'gempa', 'magnitudo', '5', '0', 'guncang', 'trenggalek', 'tak', 'potensi', 'tsunami']","['bmkg', 'gempa', 'magnitudo', '5', '0', 'guncang', 'trenggalek', 'potensi', 'tsunami']",bmkg gempa magnitudo 5 0 guncang trenggalek potensi tsunami
"sesar lembang berpotensi sebabkan gempa bumi, mitigasi masih kurang",sesar lembang potensi sebab gempa bumi mitigasi masih kurang,"['sesar', 'lembang', 'potensi', 'sebab', 'gempa', 'bumi', 'mitigasi', 'masih', 'kurang']","['sesar', 'lembang', 'potensi', 'gempa', 'bumi', 'mitigasi']",sesar lembang potensi gempa bumi mitigasi
"bmkg: gempa bumi bermagnitudo 5,2 di laut banda tak berpotensi tsunami",bmkg gempa bumi magnitudo 5 2 di laut banda tak potensi tsunami,"['bmkg', 'gempa', 'bumi', 'magnitudo', '5', '2', 'di', 'laut', 'banda', 'tak', 'potensi', 'tsunami']","['bmkg', 'gempa', 'bumi', 'magnitudo', '5', '2', 'laut', 'banda', 'potensi', 'tsunami']",bmkg gempa bumi magnitudo 5 2 laut banda potensi tsunami
gempa hari ini getarkan 4 wilayah indonesia minggu 14 mei 2023,gempa hari ini getar 4 wilayah indonesia minggu 14 mei 2023,"['gempa', 'hari', 'ini', 'getar', '4', 'wilayah', 'indonesia', 'minggu', '14', 'mei', '2023']","['gempa', 'getar', '4', 'wilayah', 'indonesia', 'minggu', '14', 'mei', '2023']",gempa getar 4 wilayah indonesia minggu 14 mei 2023
"bmkg soal gempa m 7,8 di pasifik selatan: tak berdampak ke indonesia",bmkg soal gempa m 7 8 di pasifik selatan tak dampak ke indonesia,"['bmkg', 'soal', 'gempa', 'm', '7', '8', 'di', 'pasifik', 'selatan', 'tak', 'dampak', 'ke', 'indonesia']","['bmkg', 'gempa', 'm', '7', '8', 'pasifik', 'selatan', 'dampak', 'indonesia']",bmkg gempa m 7 8 pasifik selatan dampak indonesia
"gempa m 7,8 di pasifik berpotensi tsunami di fiji hingga selandia baru",gempa m 7 8 di pasifik potensi tsunami di fiji hingga selandia baru,"['gempa', 'm', '7', '8', 'di', 'pasifik', 'potensi', 'tsunami', 'di', 'fiji', 'hingga', 'selandia', 'baru']","['gempa', 'm', '7', '8', 'pasifik', 'potensi', 'tsunami', 'fiji', 'selandia']",gempa m 7 8 pasifik potensi tsunami fiji selandia
"gempa hari ini sabtu 20 mei 2023 terjadi di wilayah lahat, sumatera selatan",gempa hari ini sabtu 20 mei 2023 jadi di wilayah lahat sumatera selatan,"['gempa', 'hari', 'ini', 'sabtu', '20', 'mei', '2023', 'jadi', 'di', 'wilayah', 'lahat', 'sumatera', 'selatan']","['gempa', 'sabtu', '20', 'mei', '2023', 'wilayah', 'lahat', 'sumatera', 'selatan']",gempa sabtu 20 mei 2023 wilayah lahat sumatera selatan
"gempa m 3,2 terjadi di tapanuli tengah sumut",gempa m 3 2 jadi di tapanuli tengah sumut,"['gempa', 'm', '3', '2', 'jadi', 'di', 'tapanuli', 'tengah', 'sumut']","['gempa', 'm', '3', '2', 'tapanuli', 'sumut']",gempa m 3 2 tapanuli sumut
"penyebab gempa bumi di indonesia dan jenisnya, tak hanya tektonik dan vulkanik",sebab gempa bumi di indonesia dan jenis tak hanya tektonik dan vulkanik,"['sebab', 'gempa', 'bumi', 'di', 'indonesia', 'dan', 'jenis', 'tak', 'hanya', 'tektonik', 'dan', 'vulkanik']","['gempa', 'bumi', 'indonesia', 'jenis', 'tektonik', 'vulkanik']",gempa bumi indonesia jenis tektonik vulkanik
"gempa m 5,1 guncang maluku barat daya, ini analisis bmkg",gempa m 5 1 guncang malu barat daya ini analisis bmkg,"['gempa', 'm', '5', '1', 'guncang', 'malu', 'barat', 'daya', 'ini', 'analisis', 'bmkg']","['gempa', 'm', '5', '1', 'guncang', 'malu', 'barat', 'daya', 'analisis', 'bmkg']",gempa m 5 1 guncang malu barat daya analisis bmkg
"gempa m 4,4 guncang buleleng dini hari ini",gempa m 4 4 guncang buleleng dini hari ini,"['gempa', 'm', '4', '4', 'guncang', 'buleleng', 'dini', 'hari', 'ini']","['gempa', 'm', '4', '4', 'guncang', 'buleleng']",gempa m 4 4 guncang buleleng
gempa magnitudo 5 guncang kuta bali dini hari ini,gempa magnitudo 5 guncang kuta bal dini hari ini,"['gempa', 'magnitudo', '5', 'guncang', 'kuta', 'bal', 'dini', 'hari', 'ini']","['gempa', 'magnitudo', '5', 'guncang', 'kuta', 'bal']",gempa magnitudo 5 guncang kuta bal
"gempa m 6,2 guncang jepang, tak ada peringatan tsunami",gempa m 6 2 guncang jepang tak ada ingat tsunami,"['gempa', 'm', '6', '2', 'guncang', 'jepang', 'tak', 'ada', 'ingat', 'tsunami']","['gempa', 'm', '6', '2', 'guncang', 'jepang', 'tsunami']",gempa m 6 2 guncang jepang tsunami
gempa hari ini sabtu 27 mei 2023 guncang 5 wilayah indonesia,gempa hari ini sabtu 27 mei 2023 guncang 5 wilayah indonesia,"['gempa', 'hari', 'ini', 'sabtu', '27', 'mei', '2023', 'guncang', '5', 'wilayah', 'indonesia']","['gempa', 'sabtu', '27', 'mei', '2023', 'guncang', '5', 'wilayah', 'indonesia']",gempa sabtu 27 mei 2023 guncang 5 wilayah indonesia
"gempa getarkan wilayah banyubiru semarang, sabtu pagi 27 mei 2023",gempa getar wilayah banyubiru semarang sabtu pagi 27 mei 2023,"['gempa', 'getar', 'wilayah', 'banyubiru', 'semarang', 'sabtu', 'pagi', '27', 'mei', '2023']","['gempa', 'getar', 'wilayah', 'banyubiru', 'semarang', 'sabtu', 'pagi', '27', 'mei', '2023']",gempa getar wilayah banyubiru semarang sabtu pagi 27 mei 2023
bmkg imbau warga salatiga tetap tenang terhadap rentetan gempa,bmkg imbau warga salatiga tetap tenang hadap rentet gempa,"['bmkg', 'imbau', 'warga', 'salatiga', 'tetap', 'tenang', 'hadap', 'rentet', 'gempa']","['bmkg', 'imbau', 'warga', 'salatiga', 'tenang', 'hadap', 'rentet', 'gempa']",bmkg imbau warga salatiga tenang hadap rentet gempa
gempa hari ini senin 29 mei 2023: buat tiga wilayah indonesia bergetar,gempa hari ini senin 29 mei 2023 buat tiga wilayah indonesia getar,"['gempa', 'hari', 'ini', 'senin', '29', 'mei', '2023', 'buat', 'tiga', 'wilayah', 'indonesia', 'getar']","['gempa', 'senin', '29', 'mei', '2023', 'wilayah', 'indonesia', 'getar']",gempa senin 29 mei 2023 wilayah indonesia getar
"gempa bumi adalah bencana alam, kenali penyebab dan tanggap menghadapinya",gempa bumi adalah bencana alam kenal sebab dan tanggap hadap,"['gempa', 'bumi', 'adalah', 'bencana', 'alam', 'kenal', 'sebab', 'dan', 'tanggap', 'hadap']","['gempa', 'bumi', 'bencana', 'alam', 'kenal', 'tanggap', 'hadap']",gempa bumi bencana alam kenal tanggap hadap
"bmkg: gempa magnitudo 5,3 guncang wilayah kepulauan mentawai",bmkg gempa magnitudo 5 3 guncang wilayah pulau tawa,"['bmkg', 'gempa', 'magnitudo', '5', '3', 'guncang', 'wilayah', 'pulau', 'tawa']","['bmkg', 'gempa', 'magnitudo', '5', '3', 'guncang', 'wilayah', 'pulau', 'tawa']",bmkg gempa magnitudo 5 3 guncang wilayah pulau tawa
"gempa bumi m 6,2 guncang selandia baru, tak ada peringatan tsunami",gempa bumi m 6 2 guncang selandia baru tak ada ingat tsunami,"['gempa', 'bumi', 'm', '6', '2', 'guncang', 'selandia', 'baru', 'tak', 'ada', 'ingat', 'tsunami']","['gempa', 'bumi', 'm', '6', '2', 'guncang', 'selandia', 'tsunami']",gempa bumi m 6 2 guncang selandia tsunami
"dki kemarin, pemprov dki bentuk satgas gempa bumi hingga menara saidah",dki kemarin pemprov dki bentuk satgas gempa bumi hingga menara saidah,"['dki', 'kemarin', 'pemprov', 'dki', 'bentuk', 'satgas', 'gempa', 'bumi', 'hingga', 'menara', 'saidah']","['dki', 'kemarin', 'pemprov', 'dki', 'bentuk', 'satgas', 'gempa', 'bumi', 'menara', 'saidah']",dki kemarin pemprov dki bentuk satgas gempa bumi menara saidah
"gempa bumi guncang kepulauan mentawai, sumbar hari ini rabu 31 mei 2023",gempa bumi guncang pulau tawa sumbar hari ini rabu 31 mei 2023,"['gempa', 'bumi', 'guncang', 'pulau', 'tawa', 'sumbar', 'hari', 'ini', 'rabu', '31', 'mei', '2023']","['gempa', 'bumi', 'guncang', 'pulau', 'tawa', 'sumbar', 'rabu', '31', 'mei', '2023']",gempa bumi guncang pulau tawa sumbar rabu 31 mei 2023
5 akibat gempa bumi bagi makhluk hidup   kumparan.com,5 akibat gempa bumi bagi makhluk hidup kumpar com,"['5', 'akibat', 'gempa', 'bumi', 'bagi', 'makhluk', 'hidup', 'kumpar', 'com']","['5', 'akibat', 'gempa', 'bumi', 'makhluk', 'hidup', 'kumpar', 'com']",5 akibat gempa bumi makhluk hidup kumpar com
"aktivitas subduksi lempeng laut banda picu gempa dengan magnitudo 6,0",aktivitas subduksi lempeng laut banda picu gempa dengan magnitudo 6 0,"['aktivitas', 'subduksi', 'lempeng', 'laut', 'banda', 'picu', 'gempa', 'dengan', 'magnitudo', '6', '0']","['aktivitas', 'subduksi', 'lempeng', 'laut', 'banda', 'picu', 'gempa', 'magnitudo', '6', '0']",aktivitas subduksi lempeng laut banda picu gempa magnitudo 6 0
bmkg: aktivitas lempeng indo australia picu gempa di sumba barat daya,bmkg aktivitas lempeng indo australia picu gempa di sumba barat daya,"['bmkg', 'aktivitas', 'lempeng', 'indo', 'australia', 'picu', 'gempa', 'di', 'sumba', 'barat', 'daya']","['bmkg', 'aktivitas', 'lempeng', 'indo', 'australia', 'picu', 'gempa', 'sumba', 'barat', 'daya']",bmkg aktivitas lempeng indo australia picu gempa sumba barat daya
"analisis bmkg gempa cianjur m 5,1 di selatan jawa barat",analisis bmkg gempa cianjur m 5 1 di selatan jawa barat,"['analisis', 'bmkg', 'gempa', 'cianjur', 'm', '5', '1', 'di', 'selatan', 'jawa', 'barat']","['analisis', 'bmkg', 'gempa', 'cianjur', 'm', '5', '1', 'selatan', 'jawa', 'barat']",analisis bmkg gempa cianjur m 5 1 selatan jawa barat
"gempa m 5,1 guncang sukabumi, terasa hingga pelabuhan ratu",gempa m 5 1 guncang sukabumi asa hingga labuh ratu,"['gempa', 'm', '5', '1', 'guncang', 'sukabumi', 'asa', 'hingga', 'labuh', 'ratu']","['gempa', 'm', '5', '1', 'guncang', 'sukabumi', 'asa', 'labuh', 'ratu']",gempa m 5 1 guncang sukabumi asa labuh ratu
gempa bumi landa sejumlah wilayah di indonesia sejak selasa malam,gempa bumi landa jumlah wilayah di indonesia sejak selasa malam,"['gempa', 'bumi', 'landa', 'jumlah', 'wilayah', 'di', 'indonesia', 'sejak', 'selasa', 'malam']","['gempa', 'bumi', 'landa', 'wilayah', 'indonesia', 'selasa', 'malam']",gempa bumi landa wilayah indonesia selasa malam
bmkg: intensitas gempa jawa akibatkan barang terpelanting dan pecah,bmkg intensitas gempa jawa akibat barang pelanting dan pecah,"['bmkg', 'intensitas', 'gempa', 'jawa', 'akibat', 'barang', 'pelanting', 'dan', 'pecah']","['bmkg', 'intensitas', 'gempa', 'jawa', 'akibat', 'barang', 'pelanting', 'pecah']",bmkg intensitas gempa jawa akibat barang pelanting pecah
"gempa magnitudo 6,0 di pacitan, bmkg: hati hati gempa bumi susulan",gempa magnitudo 6 0 di pacitan bmkg hati hati gempa bumi susul,"['gempa', 'magnitudo', '6', '0', 'di', 'pacitan', 'bmkg', 'hati', 'hati', 'gempa', 'bumi', 'susul']","['gempa', 'magnitudo', '6', '0', 'pacitan', 'bmkg', 'hati', 'hati', 'gempa', 'bumi', 'susul']",gempa magnitudo 6 0 pacitan bmkg hati hati gempa bumi susul
gempa m 6.0 selatan pacitan akibat dari aktivitas subduksi lempeng indo australia ke eurasia,gempa m 6 0 selatan pacitan akibat dari aktivitas subduksi lempeng indo australia ke eurasia,"['gempa', 'm', '6', '0', 'selatan', 'pacitan', 'akibat', 'dari', 'aktivitas', 'subduksi', 'lempeng', 'indo', 'australia', 'ke', 'eurasia']","['gempa', 'm', '6', '0', 'selatan', 'pacitan', 'akibat', 'aktivitas', 'subduksi', 'lempeng', 'indo', 'australia', 'eurasia']",gempa m 6 0 selatan pacitan akibat aktivitas subduksi lempeng indo australia eurasia
"penyebab dan dampak gempa di pacitan 8 juni 2023, ini analisis bmkg",sebab dan dampak gempa di pacitan 8 juni 2023 ini analisis bmkg,"['sebab', 'dan', 'dampak', 'gempa', 'di', 'pacitan', '8', 'juni', '2023', 'ini', 'analisis', 'bmkg']","['dampak', 'gempa', 'pacitan', '8', 'juni', '2023', 'analisis', 'bmkg']",dampak gempa pacitan 8 juni 2023 analisis bmkg
"gempa 11 juni 2023 di cianjur: kekuatan, dampak dan penyebab",gempa 11 juni 2023 di cianjur kuat dampak dan sebab,"['gempa', '11', 'juni', '2023', 'di', 'cianjur', 'kuat', 'dampak', 'dan', 'sebab']","['gempa', '11', 'juni', '2023', 'cianjur', 'kuat', 'dampak']",gempa 11 juni 2023 cianjur kuat dampak
"gempa tektonik guncang bojonegoro dan tuban, warga diimbau hindari bangunan retak",gempa tektonik guncang bojonegoro dan tuban warga imbau hindar bangun retak,"['gempa', 'tektonik', 'guncang', 'bojonegoro', 'dan', 'tuban', 'warga', 'imbau', 'hindar', 'bangun', 'retak']","['gempa', 'tektonik', 'guncang', 'bojonegoro', 'tuban', 'warga', 'imbau', 'hindar', 'bangun', 'retak']",gempa tektonik guncang bojonegoro tuban warga imbau hindar bangun retak
"gempa dahsyat guncang filipina, warga panik selamatkan diri",gempa dahsyat guncang filipina warga panik selamat diri,"['gempa', 'dahsyat', 'guncang', 'filipina', 'warga', 'panik', 'selamat', 'diri']","['gempa', 'dahsyat', 'guncang', 'filipina', 'warga', 'panik', 'selamat']",gempa dahsyat guncang filipina warga panik selamat
"gempa dangkal guncang pesisir cirebon, warga sempat panik",gempa dangkal guncang pesisir cirebon warga sempat panik,"['gempa', 'dangkal', 'guncang', 'pesisir', 'cirebon', 'warga', 'sempat', 'panik']","['gempa', 'dangkal', 'guncang', 'pesisir', 'cirebon', 'warga', 'panik']",gempa dangkal guncang pesisir cirebon warga panik
bmkg catat terjadi 4 kali gempa tektonik dangkal di cirebon hari ini,bmkg catat jadi 4 kali gempa tektonik dangkal di cirebon hari ini,"['bmkg', 'catat', 'jadi', '4', 'kali', 'gempa', 'tektonik', 'dangkal', 'di', 'cirebon', 'hari', 'ini']","['bmkg', 'catat', '4', 'kali', 'gempa', 'tektonik', 'dangkal', 'cirebon']",bmkg catat 4 kali gempa tektonik dangkal cirebon
"gempa bumi m 6,5 guncang filipina, warga panik berlarian keluar gedung",gempa bumi m 6 5 guncang filipina warga panik lari keluar gedung,"['gempa', 'bumi', 'm', '6', '5', 'guncang', 'filipina', 'warga', 'panik', 'lari', 'keluar', 'gedung']","['gempa', 'bumi', 'm', '6', '5', 'guncang', 'filipina', 'warga', 'panik', 'lari', 'gedung']",gempa bumi m 6 5 guncang filipina warga panik lari gedung
bmkg catat 100 kali kejadian gempa di sumba ntt dalam sepekan,bmkg catat 100 kali jadi gempa di sumba ntt dalam pek,"['bmkg', 'catat', '100', 'kali', 'jadi', 'gempa', 'di', 'sumba', 'ntt', 'dalam', 'pek']","['bmkg', 'catat', '100', 'kali', 'gempa', 'sumba', 'ntt', 'pek']",bmkg catat 100 kali gempa sumba ntt pek
"gempa bumi magnitudo 6,9 guncang suva, kepulauan fiji",gempa bumi magnitudo 6 9 guncang suva pulau fiji,"['gempa', 'bumi', 'magnitudo', '6', '9', 'guncang', 'suva', 'pulau', 'fiji']","['gempa', 'bumi', 'magnitudo', '6', '9', 'guncang', 'suva', 'pulau', 'fiji']",gempa bumi magnitudo 6 9 guncang suva pulau fiji
bmkg catat gempa bumi di bengkulu terjadi 270 kali,bmkg catat gempa bumi di bengkulu jadi 270 kali,"['bmkg', 'catat', 'gempa', 'bumi', 'di', 'bengkulu', 'jadi', '270', 'kali']","['bmkg', 'catat', 'gempa', 'bumi', 'bengkulu', '270', 'kali']",bmkg catat gempa bumi bengkulu 270 kali
bmkg: gempa dangkal di mojokerto dipicu sesar yang belum terpetakan,bmkg gempa dangkal di mojokerto picu sesar yang belum peta,"['bmkg', 'gempa', 'dangkal', 'di', 'mojokerto', 'picu', 'sesar', 'yang', 'belum', 'peta']","['bmkg', 'gempa', 'dangkal', 'mojokerto', 'picu', 'sesar', 'peta']",bmkg gempa dangkal mojokerto picu sesar peta
"gempa tektonik m 4,6 bersumber di mahakam hulu kalimantan timur",gempa tektonik m 4 6 sumber di mahakam hulu kalimantan timur,"['gempa', 'tektonik', 'm', '4', '6', 'sumber', 'di', 'mahakam', 'hulu', 'kalimantan', 'timur']","['gempa', 'tektonik', 'm', '4', '6', 'sumber', 'mahakam', 'hulu', 'kalimantan', 'timur']",gempa tektonik m 4 6 sumber mahakam hulu kalimantan timur
"gempa mojokerto 19 juni 2023: kekuatan, penyebab, hingga dampak",gempa mojokerto 19 juni 2023 kuat sebab hingga dampak,"['gempa', 'mojokerto', '19', 'juni', '2023', 'kuat', 'sebab', 'hingga', 'dampak']","['gempa', 'mojokerto', '19', 'juni', '2023', 'kuat', 'dampak']",gempa mojokerto 19 juni 2023 kuat dampak
ahli paparkan alasan kalimantan masih bisa diguncang gempa besar,ahli papar alas kalimantan masih bisa guncang gempa besar,"['ahli', 'papar', 'alas', 'kalimantan', 'masih', 'bisa', 'guncang', 'gempa', 'besar']","['ahli', 'papar', 'alas', 'kalimantan', 'guncang', 'gempa']",ahli papar alas kalimantan guncang gempa
bnpb gelar ttx secara nasional guna respons ancaman gempa bumi di diy,bnpb gelar ttx cara nasional guna respons ancam gempa bumi di diy,"['bnpb', 'gelar', 'ttx', 'cara', 'nasional', 'guna', 'respons', 'ancam', 'gempa', 'bumi', 'di', 'diy']","['bnpb', 'gelar', 'ttx', 'nasional', 'respons', 'ancam', 'gempa', 'bumi', 'diy']",bnpb gelar ttx nasional respons ancam gempa bumi diy
"pengertian gempa bumi, penyebab, hingga dampaknya   kumparan.com",erti gempa bumi sebab hingga dampak kumpar com,"['erti', 'gempa', 'bumi', 'sebab', 'hingga', 'dampak', 'kumpar', 'com']","['erti', 'gempa', 'bumi', 'dampak', 'kumpar', 'com']",erti gempa bumi dampak kumpar com
"gempa m 4,4 di tapanuli utara, alarm bencana di sesar sumatera segmen toru renun",gempa m 4 4 di tapanuli utara alarm bencana di sesar sumatera segmen toru renun,"['gempa', 'm', '4', '4', 'di', 'tapanuli', 'utara', 'alarm', 'bencana', 'di', 'sesar', 'sumatera', 'segmen', 'toru', 'renun']","['gempa', 'm', '4', '4', 'tapanuli', 'utara', 'alarm', 'bencana', 'sesar', 'sumatera', 'segmen', 'toru', 'renun']",gempa m 4 4 tapanuli utara alarm bencana sesar sumatera segmen toru renun
bmkg: gempa tapanuli utara pagi ini dipicu aktivitas sesar sumatera,bmkg gempa tapanuli utara pagi ini picu aktivitas sesar sumatera,"['bmkg', 'gempa', 'tapanuli', 'utara', 'pagi', 'ini', 'picu', 'aktivitas', 'sesar', 'sumatera']","['bmkg', 'gempa', 'tapanuli', 'utara', 'pagi', 'picu', 'aktivitas', 'sesar', 'sumatera']",bmkg gempa tapanuli utara pagi picu aktivitas sesar sumatera
"gempa m 4,4 guncang tapanuli utara, terasa di tarutung",gempa m 4 4 guncang tapanuli utara asa di tarutung,"['gempa', 'm', '4', '4', 'guncang', 'tapanuli', 'utara', 'asa', 'di', 'tarutung']","['gempa', 'm', '4', '4', 'guncang', 'tapanuli', 'utara', 'asa', 'tarutung']",gempa m 4 4 guncang tapanuli utara asa tarutung
